image,label,area,perimeter
./input_images/CEK AL 48hpi_0000.jpg,14,6278,935.2173773050308
./input_images/CEK AL 48hpi_0000.jpg,15,1382,343.60511887073517
./input_images/CEK AL 48hpi_0000.jpg,16,8335,1769.1139076948166
./input_images/CEK AL 48hpi_0000.jpg,17,4595,1171.0996278524399
./input_images/CEK AL 48hpi_0000.jpg,18,1073,308.7350616455078
./input_images/CEK AL 48hpi_0000.jpg,19,1473,419.98989498615265
./input_images/CEK AL 48hpi_0000.jpg,20,4212,1021.8864237070084
./input_images/CEK AL 48hpi_0000.jpg,21,1156,349.4629830121994
./input_images/CEK AL 48hpi_0000.jpg,22,7437,997.2173773050308
./input_images/CEK AL 48hpi_0000.jpg,23,1208,329.8477598428726
./input_images/CEK AL 48hpi_0000.jpg,24,1020,191.92387974262238
./input_images/CEK AL 48hpi_0000.jpg,25,55706,4576.842161536217
./input_images/CEK AL 48hpi_0000.jpg,26,2170,350.87719643116
./input_images/CEK AL 48hpi_0000.jpg,27,1115,266.45079135894775
./input_images/CEK AL 48hpi_0000.jpg,28,15154,2275.9982438087463
./input_images/CEK AL 48hpi_0000.jpg,29,1132,244.55129647254944
./input_images/CEK AL 48hpi_0000.jpg,30,5983,1840.9961559772491
./input_images/CEK AL 48hpi_0000.jpg,31,3552,675.653888463974
./input_images/CEK AL 48hpi_0000.jpg,32,3404,979.702657699585
./input_images/CEK AL 48hpi_0000.jpg,33,1349,283.86500465869904
./input_images/CEK AL 48hpi_0000.jpg,34,2680,979.2762528657913
./input_images/CEK AL 48hpi_0000.jpg,35,1861,415.6467500925064
./input_images/CEK AL 48hpi_0000.jpg,36,27699,4616.020872831345
./input_images/CEK AL 48hpi_0000.jpg,37,3502,630.582820892334
./input_images/CEK AL 48hpi_0000.jpg,38,2073,739.9381594657898
./input_images/CEK AL 48hpi_0000.jpg,39,3761,393.01933217048645
./input_images/CEK AL 48hpi_0000.jpg,40,15816,1907.096662402153
./input_images/CEK AL 48hpi_0000.jpg,41,5809,1262.153449177742
./input_images/CEK AL 48hpi_0000.jpg,42,1228,325.66399335861206
./input_images/CEK AL 48hpi_0000.jpg,43,1254,378.67618680000305
./input_images/CEK AL 48hpi_0000.jpg,44,3318,761.1097332239151
./input_images/CEK AL 48hpi_0000.jpg,45,1852,515.0437171459198
./input_images/CEK AL 48hpi_0000.jpg,46,1043,557.0020875930786
./input_images/CEK AL 48hpi_0000.jpg,47,11124,1524.9301409721375
./input_images/CEK AL 48hpi_0000.jpg,48,18066,2376.039874434471
./input_images/CEK AL 48hpi_0000.jpg,49,1533,521.3868629932404
./input_images/CEK AL 48hpi_0000.jpg,50,2307,672.3401808738708
./input_images/CEK AL 48hpi_0000.jpg,51,9244,1613.2732874155045
./input_images/CEK AL 48hpi_0000.jpg,52,1012,601.9554041624069
./input_images/CEK AL 48hpi_0000.jpg,53,2019,336.7350620031357
./input_images/CEK AL 48hpi_0000.jpg,54,1137,251.86500477790833
./input_images/CEK AL 48hpi_0000.jpg,55,2430,641.1686072349548
./input_images/CEK AL 48hpi_0000.jpg,56,1704,350.0487699508667
./input_images/CEK AL 48hpi_0000.jpg,57,1489,713.0092270374298
./input_images/CEK AL 48hpi_0000.jpg,58,1629,293.0782079696655
./input_images/CEK AL 48hpi_0000.jpg,59,2327,588.1564149856567
./input_images/CEK AL 48hpi_0000.jpg,60,1174,296.3502857685089
./input_images/CEK AL 48hpi_0000.jpg,61,1246,680.7665863037109
./input_images/CEK AL 48hpi_0000.jpg,62,2090,547.3868634700775
./input_images/CEK AL 48hpi_0000.jpg,63,1310,313.2203426361084
./input_images/CEK AL 48hpi_0000.jpg,64,1116,680.2396754026413
./input_images/CEK AL 48hpi_0000.jpg,65,9858,3890.987260580063
./input_images/CEK AL 48hpi_0000.jpg,66,12482,1730.3271082639694
./input_images/CEK AL 48hpi_0000.jpg,67,1197,342.19090497493744
./input_images/CEK AL 48hpi_0000.jpg,68,1767,232.79393684864044
./input_images/CEK AL 48hpi_0000.jpg,69,1084,448.7178167104721
./input_images/CEK AL 48hpi_0000.jpg,70,1238,499.00208711624146
./input_images/CEK AL 48hpi_0000.jpg,71,4489,900.4061955213547
./input_images/CEK AL 48hpi_0000.jpg,72,1015,389.1614679098129
./input_images/CEK AL 48hpi_0000.jpg,73,11338,1584.444862127304
./input_images/CEK AL 48hpi_0000.jpg,74,5740,837.577768445015
./input_images/CEK AL 48hpi_0000.jpg,75,13846,1708.143344759941
./input_images/CEK AL 48hpi_0000.jpg,76,3235,759.59501349926
./input_images/CEK AL 48hpi_0000.jpg,77,50221,3494.8968592882156
./input_images/CEK AL 48hpi_0000.jpg,78,1047,417.93101966381073
./input_images/CEK AL 48hpi_0000.jpg,79,1255,395.98989486694336
./input_images/CEK AL 48hpi_0000.jpg,80,4102,948.0041742324829
./input_images/CEK AL 48hpi_0000.jpg,81,1990,426.8599511384964
./input_images/CEK AL 48hpi_0000.jpg,82,1605,469.1025927066803
./input_images/CEK AL 48hpi_0000.jpg,83,1662,430.37467062473297
./input_images/CEK AL 48hpi_0000.jpg,84,2877,1369.1656435728073
./input_images/CEK AL 48hpi_0000.jpg,85,1288,346.14927542209625
./input_images/CEK AL 48hpi_0000.jpg,86,1264,251.96550977230072
./input_images/CEK AL 48hpi_0000.jpg,87,2580,548.3574262857437
./input_images/CEK AL 48hpi_0000.jpg,88,20884,1781.3393028974533
./input_images/CEK AL 48hpi_0000.jpg,89,3007,531.9726492166519
./input_images/CEK AL 48hpi_0000.jpg,90,2155,471.102592587471
./input_images/CEK AL 48hpi_0000.jpg,91,1863,347.6051187515259
./input_images/CEK AL 48hpi_0000.jpg,92,4103,754.666081905365
./input_images/CEK AL 48hpi_0000.jpg,93,6867,751.1513624191284
./input_images/CEK AL 48hpi_0000.jpg,94,2512,580.84270632267
./input_images/CEK AL 48hpi_0000.jpg,95,1095,680.9675962924957
./input_images/CEK AL 48hpi_0000.jpg,96,1231,323.46298348903656
./input_images/CEK AL 48hpi_0000.jpg,97,16832,1791.2560424804688
./input_images/CEK AL 48hpi_0000.jpg,98,3206,310.83556711673737
./input_images/CEK AL 48hpi_0000.jpg,99,1708,541.2863587141037
./input_images/CEK AL 48hpi_0000.jpg,100,1346,407.68837904930115
./input_images/CEK AL 24hpi_0003.jpg,1,2546327,21005.9133477211
./input_images/CEK AL 24hpi_0003.jpg,2,2873958,44564.70103538036
./input_images/CEK AL 24hpi_0003.jpg,3,1102,336.8771971464157
./input_images/CEK AL 24hpi_0003.jpg,4,1065,405.54624342918396
./input_images/CEK AL 24hpi_0003.jpg,5,3169,469.24472773075104
./input_images/CEK AL 24hpi_0003.jpg,6,2502,586.3574260473251
./input_images/CEK AL 24hpi_0003.jpg,7,1542,449.24472761154175
./input_images/CEK AL 24hpi_0003.jpg,8,7075,807.4356328248978
./input_images/CEK AL 24hpi_0003.jpg,9,5743,493.2447280883789
./input_images/CEK AL 24hpi_0003.jpg,10,1864,305.9066346883774
./input_images/CEK AL 24hpi_0003.jpg,11,3121,663.7127640247345
./input_images/CEK AL 24hpi_0003.jpg,12,4097,550.7005714178085
./input_images/CEK AL 24hpi_0003.jpg,13,1283,296.49242091178894
./input_images/CEK AL 24hpi_0003.jpg,14,6278,935.2173773050308
./input_images/CEK AL 24hpi_0003.jpg,15,1382,343.60511887073517
./input_images/CEK AL 24hpi_0003.jpg,16,8335,1769.1139076948166
./input_images/CEK AL 24hpi_0003.jpg,17,4595,1171.0996278524399
./input_images/CEK AL 24hpi_0003.jpg,18,1073,308.7350616455078
./input_images/CEK AL 24hpi_0003.jpg,19,1473,419.98989498615265
./input_images/CEK AL 24hpi_0003.jpg,20,4212,1021.8864237070084
./input_images/CEK AL 24hpi_0003.jpg,21,1156,349.4629830121994
./input_images/CEK AL 24hpi_0003.jpg,22,7437,997.2173773050308
./input_images/CEK AL 24hpi_0003.jpg,23,1208,329.8477598428726
./input_images/CEK AL 24hpi_0003.jpg,24,1020,191.92387974262238
./input_images/CEK AL 24hpi_0003.jpg,25,55706,4576.842161536217
./input_images/CEK AL 24hpi_0003.jpg,26,2170,350.87719643116
./input_images/CEK AL 24hpi_0003.jpg,27,1115,266.45079135894775
./input_images/CEK AL 24hpi_0003.jpg,28,15154,2275.9982438087463
./input_images/CEK AL 24hpi_0003.jpg,29,1132,244.55129647254944
./input_images/CEK AL 24hpi_0003.jpg,30,5983,1840.9961559772491
./input_images/CEK AL 24hpi_0003.jpg,31,3552,675.653888463974
./input_images/CEK AL 24hpi_0003.jpg,32,3404,979.702657699585
./input_images/CEK AL 24hpi_0003.jpg,33,1349,283.86500465869904
./input_images/CEK AL 24hpi_0003.jpg,34,2680,979.2762528657913
./input_images/CEK AL 24hpi_0003.jpg,35,1861,415.6467500925064
./input_images/CEK AL 24hpi_0003.jpg,36,27699,4616.020872831345
./input_images/CEK AL 24hpi_0003.jpg,37,3502,630.582820892334
./input_images/CEK AL 24hpi_0003.jpg,38,2073,739.9381594657898
./input_images/CEK AL 24hpi_0003.jpg,39,3761,393.01933217048645
./input_images/CEK AL 24hpi_0003.jpg,40,15816,1907.096662402153
./input_images/CEK AL 24hpi_0003.jpg,41,5809,1262.153449177742
./input_images/CEK AL 24hpi_0003.jpg,42,1228,325.66399335861206
./input_images/CEK AL 24hpi_0003.jpg,43,1254,378.67618680000305
./input_images/CEK AL 24hpi_0003.jpg,44,3318,761.1097332239151
./input_images/CEK AL 24hpi_0003.jpg,45,1852,515.0437171459198
./input_images/CEK AL 24hpi_0003.jpg,46,1043,557.0020875930786
./input_images/CEK AL 24hpi_0003.jpg,47,11124,1524.9301409721375
./input_images/CEK AL 24hpi_0003.jpg,48,18066,2376.039874434471
./input_images/CEK AL 24hpi_0003.jpg,49,1533,521.3868629932404
./input_images/CEK AL 24hpi_0003.jpg,50,2307,672.3401808738708
./input_images/CEK AL 24hpi_0003.jpg,51,9244,1613.2732874155045
./input_images/CEK AL 24hpi_0003.jpg,52,1012,601.9554041624069
./input_images/CEK AL 24hpi_0003.jpg,53,2019,336.7350620031357
./input_images/CEK AL 24hpi_0003.jpg,54,1137,251.86500477790833
./input_images/CEK AL 24hpi_0003.jpg,55,2430,641.1686072349548
./input_images/CEK AL 24hpi_0003.jpg,56,1704,350.0487699508667
./input_images/CEK AL 24hpi_0003.jpg,57,1489,713.0092270374298
./input_images/CEK AL 24hpi_0003.jpg,58,1629,293.0782079696655
./input_images/CEK AL 24hpi_0003.jpg,59,2327,588.1564149856567
./input_images/CEK AL 24hpi_0003.jpg,60,1174,296.3502857685089
./input_images/CEK AL 24hpi_0003.jpg,61,1246,680.7665863037109
./input_images/CEK AL 24hpi_0003.jpg,62,2090,547.3868634700775
./input_images/CEK AL 24hpi_0003.jpg,63,1310,313.2203426361084
./input_images/CEK AL 24hpi_0003.jpg,64,1116,680.2396754026413
./input_images/CEK AL 24hpi_0003.jpg,65,9858,3890.987260580063
./input_images/CEK AL 24hpi_0003.jpg,66,12482,1730.3271082639694
./input_images/CEK AL 24hpi_0003.jpg,67,1197,342.19090497493744
./input_images/CEK AL 24hpi_0003.jpg,68,1767,232.79393684864044
./input_images/CEK AL 24hpi_0003.jpg,69,1084,448.7178167104721
./input_images/CEK AL 24hpi_0003.jpg,70,1238,499.00208711624146
./input_images/CEK AL 24hpi_0003.jpg,71,4489,900.4061955213547
./input_images/CEK AL 24hpi_0003.jpg,72,1015,389.1614679098129
./input_images/CEK AL 24hpi_0003.jpg,73,11338,1584.444862127304
./input_images/CEK AL 24hpi_0003.jpg,74,5740,837.577768445015
./input_images/CEK AL 24hpi_0003.jpg,75,13846,1708.143344759941
./input_images/CEK AL 24hpi_0003.jpg,76,3235,759.59501349926
./input_images/CEK AL 24hpi_0003.jpg,77,50221,3494.8968592882156
./input_images/CEK AL 24hpi_0003.jpg,78,1047,417.93101966381073
./input_images/CEK AL 24hpi_0003.jpg,79,1255,395.98989486694336
./input_images/CEK AL 24hpi_0003.jpg,80,4102,948.0041742324829
./input_images/CEK AL 24hpi_0003.jpg,81,1990,426.8599511384964
./input_images/CEK AL 24hpi_0003.jpg,82,1605,469.1025927066803
./input_images/CEK AL 24hpi_0003.jpg,83,1662,430.37467062473297
./input_images/CEK AL 24hpi_0003.jpg,84,2877,1369.1656435728073
./input_images/CEK AL 24hpi_0003.jpg,85,1288,346.14927542209625
./input_images/CEK AL 24hpi_0003.jpg,86,1264,251.96550977230072
./input_images/CEK AL 24hpi_0003.jpg,87,2580,548.3574262857437
./input_images/CEK AL 24hpi_0003.jpg,88,20884,1781.3393028974533
./input_images/CEK AL 24hpi_0003.jpg,89,3007,531.9726492166519
./input_images/CEK AL 24hpi_0003.jpg,90,2155,471.102592587471
./input_images/CEK AL 24hpi_0003.jpg,91,1863,347.6051187515259
./input_images/CEK AL 24hpi_0003.jpg,92,4103,754.666081905365
./input_images/CEK AL 24hpi_0003.jpg,93,6867,751.1513624191284
./input_images/CEK AL 24hpi_0003.jpg,94,2512,580.84270632267
./input_images/CEK AL 24hpi_0003.jpg,95,1095,680.9675962924957
./input_images/CEK AL 24hpi_0003.jpg,96,1231,323.46298348903656
./input_images/CEK AL 24hpi_0003.jpg,97,16832,1791.2560424804688
./input_images/CEK AL 24hpi_0003.jpg,98,3206,310.83556711673737
./input_images/CEK AL 24hpi_0003.jpg,99,1708,541.2863587141037
./input_images/CEK AL 24hpi_0003.jpg,100,1346,407.68837904930115
./input_images/CEK AL 24hpi_0002.jpg,1,2546327,21005.9133477211
./input_images/CEK AL 24hpi_0002.jpg,2,2873958,44564.70103538036
./input_images/CEK AL 24hpi_0002.jpg,3,1102,336.8771971464157
./input_images/CEK AL 24hpi_0002.jpg,4,1065,405.54624342918396
./input_images/CEK AL 24hpi_0002.jpg,5,3169,469.24472773075104
./input_images/CEK AL 24hpi_0002.jpg,6,2502,586.3574260473251
./input_images/CEK AL 24hpi_0002.jpg,7,1542,449.24472761154175
./input_images/CEK AL 24hpi_0002.jpg,8,7075,807.4356328248978
./input_images/CEK AL 24hpi_0002.jpg,9,5743,493.2447280883789
./input_images/CEK AL 24hpi_0002.jpg,10,1864,305.9066346883774
./input_images/CEK AL 24hpi_0002.jpg,11,3121,663.7127640247345
./input_images/CEK AL 24hpi_0002.jpg,12,4097,550.7005714178085
./input_images/CEK AL 24hpi_0002.jpg,13,1283,296.49242091178894
./input_images/CEK AL 24hpi_0002.jpg,14,6278,935.2173773050308
./input_images/CEK AL 24hpi_0002.jpg,15,1382,343.60511887073517
./input_images/CEK AL 24hpi_0002.jpg,16,8335,1769.1139076948166
./input_images/CEK AL 24hpi_0002.jpg,17,4595,1171.0996278524399
./input_images/CEK AL 24hpi_0002.jpg,18,1073,308.7350616455078
./input_images/CEK AL 24hpi_0002.jpg,19,1473,419.98989498615265
./input_images/CEK AL 24hpi_0002.jpg,20,4212,1021.8864237070084
./input_images/CEK AL 24hpi_0002.jpg,21,1156,349.4629830121994
./input_images/CEK AL 24hpi_0002.jpg,22,7437,997.2173773050308
./input_images/CEK AL 24hpi_0002.jpg,23,1208,329.8477598428726
./input_images/CEK AL 24hpi_0002.jpg,24,1020,191.92387974262238
./input_images/CEK AL 24hpi_0002.jpg,25,55706,4576.842161536217
./input_images/CEK AL 24hpi_0002.jpg,26,2170,350.87719643116
./input_images/CEK AL 24hpi_0002.jpg,27,1115,266.45079135894775
./input_images/CEK AL 24hpi_0002.jpg,28,15154,2275.9982438087463
./input_images/CEK AL 24hpi_0002.jpg,29,1132,244.55129647254944
./input_images/CEK AL 24hpi_0002.jpg,30,5983,1840.9961559772491
./input_images/CEK AL 24hpi_0002.jpg,31,3552,675.653888463974
./input_images/CEK AL 24hpi_0002.jpg,32,3404,979.702657699585
./input_images/CEK AL 24hpi_0002.jpg,33,1349,283.86500465869904
./input_images/CEK AL 24hpi_0002.jpg,34,2680,979.2762528657913
./input_images/CEK AL 24hpi_0002.jpg,35,1861,415.6467500925064
./input_images/CEK AL 24hpi_0002.jpg,36,27699,4616.020872831345
./input_images/CEK AL 24hpi_0002.jpg,37,3502,630.582820892334
./input_images/CEK AL 24hpi_0002.jpg,38,2073,739.9381594657898
./input_images/CEK AL 24hpi_0002.jpg,39,3761,393.01933217048645
./input_images/CEK AL 24hpi_0002.jpg,40,15816,1907.096662402153
./input_images/CEK AL 24hpi_0002.jpg,41,5809,1262.153449177742
./input_images/CEK AL 24hpi_0002.jpg,42,1228,325.66399335861206
./input_images/CEK AL 24hpi_0002.jpg,43,1254,378.67618680000305
./input_images/CEK AL 24hpi_0002.jpg,44,3318,761.1097332239151
./input_images/CEK AL 24hpi_0002.jpg,45,1852,515.0437171459198
./input_images/CEK AL 24hpi_0002.jpg,46,1043,557.0020875930786
./input_images/CEK AL 24hpi_0002.jpg,47,11124,1524.9301409721375
./input_images/CEK AL 24hpi_0002.jpg,48,18066,2376.039874434471
./input_images/CEK AL 24hpi_0002.jpg,49,1533,521.3868629932404
./input_images/CEK AL 24hpi_0002.jpg,50,2307,672.3401808738708
./input_images/CEK AL 24hpi_0002.jpg,51,9244,1613.2732874155045
./input_images/CEK AL 24hpi_0002.jpg,52,1012,601.9554041624069
./input_images/CEK AL 24hpi_0002.jpg,53,2019,336.7350620031357
./input_images/CEK AL 24hpi_0002.jpg,54,1137,251.86500477790833
./input_images/CEK AL 24hpi_0002.jpg,55,2430,641.1686072349548
./input_images/CEK AL 24hpi_0002.jpg,56,1704,350.0487699508667
./input_images/CEK AL 24hpi_0002.jpg,57,1489,713.0092270374298
./input_images/CEK AL 24hpi_0002.jpg,58,1629,293.0782079696655
./input_images/CEK AL 24hpi_0002.jpg,59,2327,588.1564149856567
./input_images/CEK AL 24hpi_0002.jpg,60,1174,296.3502857685089
./input_images/CEK AL 24hpi_0002.jpg,61,1246,680.7665863037109
./input_images/CEK AL 24hpi_0002.jpg,62,2090,547.3868634700775
./input_images/CEK AL 24hpi_0002.jpg,63,1310,313.2203426361084
./input_images/CEK AL 24hpi_0002.jpg,64,1116,680.2396754026413
./input_images/CEK AL 24hpi_0002.jpg,65,9858,3890.987260580063
./input_images/CEK AL 24hpi_0002.jpg,66,12482,1730.3271082639694
./input_images/CEK AL 24hpi_0002.jpg,67,1197,342.19090497493744
./input_images/CEK AL 24hpi_0002.jpg,68,1767,232.79393684864044
./input_images/CEK AL 24hpi_0002.jpg,69,1084,448.7178167104721
./input_images/CEK AL 24hpi_0002.jpg,70,1238,499.00208711624146
./input_images/CEK AL 24hpi_0002.jpg,71,4489,900.4061955213547
./input_images/CEK AL 24hpi_0002.jpg,72,1015,389.1614679098129
./input_images/CEK AL 24hpi_0002.jpg,73,11338,1584.444862127304
./input_images/CEK AL 24hpi_0002.jpg,74,5740,837.577768445015
./input_images/CEK AL 24hpi_0002.jpg,75,13846,1708.143344759941
./input_images/CEK AL 24hpi_0002.jpg,76,3235,759.59501349926
./input_images/CEK AL 24hpi_0002.jpg,77,50221,3494.8968592882156
./input_images/CEK AL 24hpi_0002.jpg,78,1047,417.93101966381073
./input_images/CEK AL 24hpi_0002.jpg,79,1255,395.98989486694336
./input_images/CEK AL 24hpi_0002.jpg,80,4102,948.0041742324829
./input_images/CEK AL 24hpi_0002.jpg,81,1990,426.8599511384964
./input_images/CEK AL 24hpi_0002.jpg,82,1605,469.1025927066803
./input_images/CEK AL 24hpi_0002.jpg,83,1662,430.37467062473297
./input_images/CEK AL 24hpi_0002.jpg,84,2877,1369.1656435728073
./input_images/CEK AL 24hpi_0002.jpg,85,1288,346.14927542209625
./input_images/CEK AL 24hpi_0002.jpg,86,1264,251.96550977230072
./input_images/CEK AL 24hpi_0002.jpg,87,2580,548.3574262857437
./input_images/CEK AL 24hpi_0002.jpg,88,20884,1781.3393028974533
./input_images/CEK AL 24hpi_0002.jpg,89,3007,531.9726492166519
./input_images/CEK AL 24hpi_0002.jpg,90,2155,471.102592587471
./input_images/CEK AL 24hpi_0002.jpg,91,1863,347.6051187515259
./input_images/CEK AL 24hpi_0002.jpg,92,4103,754.666081905365
./input_images/CEK AL 24hpi_0002.jpg,93,6867,751.1513624191284
./input_images/CEK AL 24hpi_0002.jpg,94,2512,580.84270632267
./input_images/CEK AL 24hpi_0002.jpg,95,1095,680.9675962924957
./input_images/CEK AL 24hpi_0002.jpg,96,1231,323.46298348903656
./input_images/CEK AL 24hpi_0002.jpg,97,16832,1791.2560424804688
./input_images/CEK AL 24hpi_0002.jpg,98,3206,310.83556711673737
./input_images/CEK AL 24hpi_0002.jpg,99,1708,541.2863587141037
./input_images/CEK AL 24hpi_0002.jpg,100,1346,407.68837904930115
